board,noise,variant,precision,recall,F1,Pratt FOM,time (ms)
04,gaussian s=10,7 Proposed with Sobel + Otsu,0.435462061747776,0.9637486733683922,0.5998753065267768,0.46076582836286184,49.79710001498461
04,gaussian s=25,1 Baseline (Gaussian + fixed Canny),0.36551534080470327,0.8824693831312084,0.5169231500008077,0.4059699520452567,5.758300016168505
04,gaussian s=25,2 + intensity-Otsu thresholds,0.20769251258556856,0.9562837620291204,0.34126636704232616,0.25407698176072685,7.527299982029945
04,gaussian s=25,3 + gradient-domain thresholds,0.16249872409921404,0.9724179873358852,0.27846392716060253,0.20817706936931424,13.295800017658621
04,gaussian s=25,4 + noise-scaled threshold floor,0.6999297259311315,0.7663816644605826,0.731649923583068,0.2909657200798155,10.868199984543025
04,gaussian s=25,5 + morphological repair,0.7238427657275824,0.7550888992236969,0.7391357560827966,0.31634844267975953,27.865600015502423
04,gaussian s=25,6 Proposed (+ noise-adaptive filter),0.7950133016358182,0.7507005807367129,0.7722217598451793,0.3362175882038766,48.26440004399046
04,gaussian s=25,7 Proposed with Sobel + Otsu,0.572489630558503,0.9389689836511287,0.7112996697397791,0.5854844698142457,49.76119997445494
04,salt & pepper 1%,1 Baseline (Gaussian + fixed Canny),0.31964480206272644,0.8435588308947162,0.4636147754182119,0.3620470826951986,5.453999969176948
04,salt & pepper 1%,2 + intensity-Otsu thresholds,0.27097725875845113,0.9104568382642293,0.41765020811988823,0.3147049549551869,8.492399996612221
04,salt & pepper 1%,3 + gradient-domain thresholds,0.27991728120488507,0.9417116827054938,0.431557177652408,0.3250987877071598,16.71530003659427
04,salt & pepper 1%,4 + noise-scaled threshold floor,0.27991728120488507,0.9417116827054938,0.431557177652408,0.3250987877071598,13.519799977075309
04,salt & pepper 1%,5 + morphological repair,0.3306228450508309,0.9300850236706854,0.48783285056674475,0.3725001762848993,29.012400016654283
04,salt & pepper 1%,6 Proposed (+ noise-adaptive filter),0.377924427887174,0.8964809978654646,0.5317021748082071,0.4184380630288742,35.902999981772155
04,salt & pepper 1%,7 Proposed with Sobel + Otsu,0.4027861248516789,0.932207634243194,0.5625199338887448,0.43356434809545336,49.08879997674376
04,salt & pepper 5%,1 Baseline (Gaussian + fixed Canny),0.25747107584858986,0.9086323471541516,0.4012449382408833,0.2998710681386628,5.863300000783056
04,salt & pepper 5%,2 + intensity-Otsu thresholds,0.18880427465499833,0.9653108193515305,0.3158347204897692,0.233428603704539,8.89389996882528
